division,district,upazila,union,depth 0+,depth 0-90,depth 90+,depth 90-150,depth 150+,depth 0-15.3,depth 15.3-45,depth 45-65,depth 65-90
Dhaka,Manikganj,Saturia,###,9,8,1,1,0,1,7,0,0
Dhaka,Manikganj,Daulatpur,Chak Mirpur,2,2,0,0,0,0,1,0,1
Dhaka,Manikganj,Daulatpur,Dhamsar,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Daulatpur,Baghutia,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Daulatpur,Khalsi,1,1,0,0,0,0,0,1,0
Dhaka,Manikganj,Daulatpur,Kalia,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Daulatpur,Bachamara,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Daulatpur,Charkatari,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Daulatpur,Jiyanpur,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Daulatpur,###,6,6,0,0,0,0,4,1,1
Dhaka,Manikganj,Singair,Jamirta,1,1,0,0,0,0,0,1,0
Dhaka,Manikganj,Singair,Singair Paurashava,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Singair,Dhalla,1,1,0,0,0,0,0,1,0
Dhaka,Manikganj,Singair,Saista,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Singair,Baldhara,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Singair,Boyra,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Singair,Chandhar,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Singair,Charigram,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Singair,Jamsha,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Singair,Joy Mantap,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Singair,Singair,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Singair,Talibpur,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Singair,###,4,4,0,0,0,0,2,2,0
Dhaka,Manikganj,Harirampur,Balla,2,2,0,0,0,0,2,0,0
Dhaka,Manikganj,Harirampur,Balara,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Harirampur,Gala,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Harirampur,Boyra,1,0,1,1,0,0,0,0,0
Dhaka,Manikganj,Harirampur,Chala,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Harirampur,Azimnagar,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Harirampur,Dhulsunra,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Harirampur,Gopinathpur,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Harirampur,Harukandi,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Harirampur,Kanchanpur,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Harirampur,Lesraganj,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Harirampur,Ramkrishnapur,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Harirampur,Sutalari,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Harirampur,###,6,5,1,1,0,0,5,0,0
Dhaka,Manikganj,Manikganj Sadar,Betila Mitara,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Manikganj Sadar,Garpara,1,1,0,0,0,1,0,0,0
Dhaka,Manikganj,Manikganj Sadar,Putail,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Manikganj Sadar,Krishnapur,2,2,0,0,0,0,2,0,0
Dhaka,Manikganj,Manikganj Sadar,Manikganj Paurashava,2,1,1,1,0,0,1,0,0
Dhaka,Manikganj,Manikganj Sadar,Bhararia,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Manikganj Sadar,Atigram,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Manikganj Sadar,Dighi,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Manikganj Sadar,Hati Para,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Manikganj Sadar,Jaigir,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Manikganj Sadar,Nabagram,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Manikganj Sadar,###,8,7,1,1,0,1,6,0,0
Dhaka,Manikganj,Shibalaya,Mohadebpur,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Shibalaya,Teota,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Shibalaya,Ulail,2,1,1,1,0,0,0,1,0
Dhaka,Manikganj,Shibalaya,Shibalaya,1,1,0,0,0,0,0,1,0
Dhaka,Manikganj,Shibalaya,Uthali,1,1,0,0,0,0,0,1,0
Dhaka,Manikganj,Shibalaya,Arua,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Shibalaya,Shimulia,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Shibalaya,###,6,5,1,1,0,0,2,3,0
Dhaka,Manikganj,Ghior,Ghior,2,1,1,1,0,0,1,0,0
Dhaka,Manikganj,Ghior,Nali,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Ghior,Baliakhora,2,2,0,0,0,0,1,1,0
Dhaka,Manikganj,Ghior,Baratia,1,1,0,0,0,0,0,1,0
Dhaka,Manikganj,Ghior,Paila,1,1,0,0,0,0,1,0,0
Dhaka,Manikganj,Ghior,Baniajuri,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Ghior,Singjuri,0,0,0,0,0,0,0,0,0
Dhaka,Manikganj,Ghior,###,7,6,1,1,0,0,4,2,0
Dhaka,Manikganj,###,###,46,41,5,5,0,2,30,8,1
Dhaka,###,###,###,1349,682,667,30,637,23,383,178,98
Barisal,Barisal,Gaurnadi,Paurashava,12,1,11,0,11,0,1,0,0
Barisal,Barisal,Gaurnadi,Batajore,20,0,20,0,20,0,0,0,0
Barisal,Barisal,Gaurnadi,Chandshi,35,1,34,0,34,0,1,0,0
Barisal,Barisal,Gaurnadi,Khanjapur,14,1,13,0,13,0,0,1,0
Barisal,Barisal,Gaurnadi,Mahilara,22,2,20,0,20,0,2,0,0
Barisal,Barisal,Gaurnadi,Nalchira,27,0,27,0,27,0,0,0,0
Barisal,Barisal,Gaurnadi,Sarikal,24,0,24,0,24,0,0,0,0
Barisal,Barisal,Gaurnadi,Barthi,3,1,2,0,2,0,1,0,0
Barisal,Barisal,Gaurnadi,###,157,6,151,0,151,0,5,1,0
Barisal,Barisal,Barisal Sadar (Kotwali),Char Monai,98,0,98,0,98,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-05,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Char Kowa,87,2,85,0,85,0,2,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Tungibaria,91,0,91,0,91,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Chandpur,86,0,86,0,86,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Jagua,53,0,53,0,53,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-26,27,1,26,0,26,0,1,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-27,12,0,12,0,12,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Roy Pasha Karapur,70,1,69,0,69,0,1,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Kashipur,73,0,73,0,73,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-03,5,0,5,0,5,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Char Baria,57,1,56,0,56,0,1,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Shayestabad,70,0,70,0,70,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Chandra Mohan,56,0,56,0,56,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-24,2,0,2,0,2,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-30,12,0,12,0,12,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-28,3,0,3,0,3,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-25,5,0,5,0,5,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-23,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-04,4,0,4,0,4,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-12,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-29,3,0,3,0,3,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-22,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-16,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-10,2,0,2,0,2,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-01,2,1,1,0,1,0,1,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-21,3,0,3,0,3,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-02,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-06,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-07,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-08,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-09,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-11,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-13,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-14,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-15,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-17,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-18,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-19,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),Ward No-20,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Barisal Sadar (Kotwali),###,826,6,820,0,820,0,6,0,0
Barisal,Barisal,Wazirpur,Bamrail,75,0,75,0,75,0,0,0,0
Barisal,Barisal,Wazirpur,Satla,101,0,101,0,101,0,0,0,0
Barisal,Barisal,Wazirpur,Harta,108,0,108,0,108,0,0,0,0
Barisal,Barisal,Wazirpur,Shikarpur,47,1,46,0,46,0,1,0,0
Barisal,Barisal,Wazirpur,Sholak,105,2,103,0,103,0,2,0,0
Barisal,Barisal,Wazirpur,Otra,133,0,133,0,133,0,0,0,0
Barisal,Barisal,Wazirpur,Bara Kotha,77,1,76,0,76,0,1,0,0
Barisal,Barisal,Wazirpur,Guthia,99,0,99,0,99,0,0,0,0
Barisal,Barisal,Wazirpur,Jalla,159,0,159,0,159,0,0,0,0
Barisal,Barisal,Wazirpur,###,904,4,900,0,900,0,4,0,0
Barisal,Barisal,Banari Para,Iluhar,98,0,98,0,98,0,0,0,0
Barisal,Barisal,Banari Para,Bisarkandi,78,0,78,0,78,0,0,0,0
Barisal,Barisal,Banari Para,Banari Para,65,2,63,0,63,0,2,0,0
Barisal,Barisal,Banari Para,Salia Bakpur,74,1,73,0,73,0,1,0,0
Barisal,Barisal,Banari Para,Udaykati,68,0,68,0,68,0,0,0,0
Barisal,Barisal,Banari Para,Chakhar,70,0,70,0,70,0,0,0,0
Barisal,Barisal,Banari Para,Baisari Para,63,1,62,0,62,0,1,0,0
Barisal,Barisal,Banari Para,Saidkati,109,0,109,0,109,0,0,0,0
Barisal,Barisal,Banari Para,Paurashava,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Banari Para,###,625,4,621,0,621,0,4,0,0
Barisal,Barisal,Mehendiganj,Andhar Manik,2,0,2,0,2,0,0,0,0
Barisal,Barisal,Mehendiganj,Bhasan Char,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Mehendiganj,Jangalia,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Mehendiganj,Paurashava,2,1,1,0,1,0,1,0,0
Barisal,Barisal,Mehendiganj,Bidyanandapur,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Mehendiganj,Ulania,2,1,1,0,1,0,1,0,0
Barisal,Barisal,Mehendiganj,Dari Char Khajuria,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Mehendiganj,Alimabad,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Mehendiganj,Chandpur,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Mehendiganj,Char Ekkaria,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Mehendiganj,Char Gopalpur,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Mehendiganj,Gobindapur,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Mehendiganj,Lata,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Mehendiganj,Mehendiganj,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Mehendiganj,###,10,2,8,0,8,0,2,0,0
Barisal,Barisal,Bakerganj,Darial,147,0,147,0,147,0,0,0,0
Barisal,Barisal,Bakerganj,Padri Shibpur,122,0,122,0,122,0,0,0,0
Barisal,Barisal,Bakerganj,Bhar Pasha,107,1,106,0,106,0,1,0,0
Barisal,Barisal,Bakerganj,Niamati,129,0,129,0,129,0,0,0,0
Barisal,Barisal,Bakerganj,Rangasree,85,1,84,0,84,0,1,0,0
Barisal,Barisal,Bakerganj,Kalaskati,118,0,118,0,118,0,0,0,0
Barisal,Barisal,Bakerganj,Garuria,138,0,138,0,138,0,0,0,0
Barisal,Barisal,Bakerganj,Kabai,76,0,76,0,76,0,0,0,0
Barisal,Barisal,Bakerganj,Nalua,67,0,67,0,67,0,0,0,0
Barisal,Barisal,Bakerganj,Durga Pasha,49,0,49,0,49,0,0,0,0
Barisal,Barisal,Bakerganj,Faridpur,87,0,87,0,87,0,0,0,0
Barisal,Barisal,Bakerganj,Dudhal,114,0,114,0,114,0,0,0,0
Barisal,Barisal,Bakerganj,Char Amaddi,105,0,105,0,105,0,0,0,0
Barisal,Barisal,Bakerganj,Charadi,100,0,100,0,100,0,0,0,0
Barisal,Barisal,Bakerganj,Paurashava,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Bakerganj,###,1445,2,1443,0,1443,0,2,0,0
Barisal,Barisal,Babuganj,Madhab Pasha,7,1,6,0,6,0,1,0,0
Barisal,Barisal,Babuganj,Chandpasha,5,1,4,1,3,0,1,0,0
Barisal,Barisal,Babuganj,Dehergati,4,1,3,0,3,1,0,0,0
Barisal,Barisal,Babuganj,Kedarpur,3,1,2,0,2,0,1,0,0
Barisal,Barisal,Babuganj,Rahmatpur,2,1,1,0,1,0,1,0,0
Barisal,Barisal,Babuganj,Agarpur,13,0,13,0,13,0,0,0,0
Barisal,Barisal,Babuganj,###,34,5,29,1,28,1,4,0,0
Barisal,Barisal,Muladi,Kazir Char,2,1,1,0,1,0,1,0,0
Barisal,Barisal,Muladi,Batamara,3,1,2,0,2,1,0,0,0
Barisal,Barisal,Muladi,Gachhua,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Muladi,Char Kalekhan,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Muladi,Muladi,4,0,4,0,4,0,0,0,0
Barisal,Barisal,Muladi,Nazirpur,4,0,4,0,4,0,0,0,0
Barisal,Barisal,Muladi,Paurashava,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Muladi,Safipur,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Muladi,###,16,2,14,0,14,1,1,0,0
Barisal,Barisal,Agailjhara,Ratnapur,54,0,54,0,54,0,0,0,0
Barisal,Barisal,Agailjhara,Bakal,204,2,202,0,202,1,1,0,0
Barisal,Barisal,Agailjhara,Gaila,114,2,112,0,112,0,2,0,0
Barisal,Barisal,Agailjhara,Rajiher,70,1,69,1,68,0,1,0,0
Barisal,Barisal,Agailjhara,Bagdha,29,1,28,0,28,0,1,0,0
Barisal,Barisal,Agailjhara,###,471,6,465,1,464,1,5,0,0
Barisal,Barisal,Hizla,Guabaria,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Hizla,Harinathpur,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Hizla,Memania,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Hizla,Bara Jalia,2,2,0,0,0,1,1,0,0
Barisal,Barisal,Hizla,Hizla Gaurabdi,1,0,1,0,1,0,0,0,0
Barisal,Barisal,Hizla,Dhulkhola,0,0,0,0,0,0,0,0,0
Barisal,Barisal,Hizla,###,6,2,4,0,4,1,1,0,0
Barisal,Barisal,###,###,4494,39,4455,2,4453,4,34,1,0
Barisal,Patuakhali,Dumki,Muradia,37,0,37,0,37,0,0,0,0
Barisal,Patuakhali,Dumki,Angaria,27,0,27,0,27,0,0,0,0
Barisal,Patuakhali,Dumki,Pangashia,26,0,26,0,26,0,0,0,0
Barisal,Patuakhali,Dumki,Lebukhali,60,0,60,0,60,0,0,0,0
Barisal,Patuakhali,Dumki,###,150,0,150,0,150,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Laukati,48,0,48,0,48,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Kalikapur,53,0,53,0,53,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Jainkati,68,0,68,0,68,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Paurashava,56,2,54,0,54,0,2,0,0
Barisal,Patuakhali,Patuakhali Sadar,Bara Bighai,36,0,36,0,36,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Kamalapur,78,0,78,0,78,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Lohalia,24,0,24,0,24,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Badarpur,36,0,36,0,36,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Itabaria,52,0,52,0,52,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Auliapur,48,0,48,0,48,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Marichbunia,53,0,53,0,53,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Chhota Bighai,53,0,53,0,53,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,Madarbunia,46,0,46,0,46,0,0,0,0
Barisal,Patuakhali,Patuakhali Sadar,###,651,2,649,0,649,0,2,0,0
Barisal,Patuakhali,Kala Para,Chakamaiya,23,0,23,0,23,0,0,0,0
Barisal,Patuakhali,Kala Para,Nilganj,32,0,32,0,32,0,0,0,0
Barisal,Patuakhali,Kala Para,Paurashava,46,0,46,0,46,0,0,0,0
Barisal,Patuakhali,Kala Para,Tiakhali,46,0,46,0,46,0,0,0,0
Barisal,Patuakhali,Kala Para,Dhankhali,33,0,33,0,33,0,0,0,0
Barisal,Patuakhali,Kala Para,Lata Chapli,83,1,82,0,82,1,0,0,0
Barisal,Patuakhali,Kala Para,Lalua,37,0,37,0,37,0,0,0,0
Barisal,Patuakhali,Kala Para,Mithaganj,13,0,13,0,13,0,0,0,0
Barisal,Patuakhali,Kala Para,Baliatali,14,0,14,0,14,0,0,0,0
Barisal,Patuakhali,Kala Para,Khaprabhanga,51,0,51,0,51,0,0,0,0
Barisal,Patuakhali,Kala Para,Dalbuganj,35,0,35,0,35,0,0,0,0
Barisal,Patuakhali,Kala Para,Dhulasar,45,0,45,0,45,0,0,0,0
Barisal,Patuakhali,Kala Para,###,458,1,457,0,457,1,0,0,0
Barisal,Patuakhali,Bauphal,Daspara,40,0,40,0,40,0,0,0,0
Barisal,Patuakhali,Bauphal,Paurashava,50,0,50,0,50,0,0,0,0
Barisal,Patuakhali,Bauphal,Dhulia,38,0,38,0,38,0,0,0,0
Barisal,Patuakhali,Bauphal,Kanchi Para,32,0,32,0,32,0,0,0,0
Barisal,Patuakhali,Bauphal,Kalisuri,41,0,41,0,41,0,0,0,0
Barisal,Patuakhali,Bauphal,Keshabpur,32,0,32,0,32,0,0,0,0
Barisal,Patuakhali,Bauphal,Surjyamani,26,0,26,0,26,0,0,0,0
Barisal,Patuakhali,Bauphal,Kanakdia,30,0,30,0,30,0,0,0,0
Barisal,Patuakhali,Bauphal,Baga,62,0,62,0,62,0,0,0,0
Barisal,Patuakhali,Bauphal,Noamala,81,0,81,0,81,0,0,0,0
Barisal,Patuakhali,Bauphal,Madanpura,22,0,22,0,22,0,0,0,0
Barisal,Patuakhali,Bauphal,Nazirpur,74,0,74,0,74,0,0,0,0
Barisal,Patuakhali,Bauphal,Kalaiya,40,0,40,0,40,0,0,0,0
Barisal,Patuakhali,Bauphal,Bauphal,50,0,50,0,50,0,0,0,0
Barisal,Patuakhali,Bauphal,Adabaria,59,0,59,0,59,0,0,0,0
Barisal,Patuakhali,Bauphal,###,677,0,677,0,677,0,0,0,0
Barisal,Patuakhali,Dashmina,Dashmina,90,0,90,0,90,0,0,0,0
Barisal,Patuakhali,Dashmina,Betagi Sankipura,24,0,24,0,24,0,0,0,0
Barisal,Patuakhali,Dashmina,Bahrampur,29,0,29,0,29,0,0,0,0
Barisal,Patuakhali,Dashmina,Banshbaria,31,0,31,0,31,0,0,0,0
Barisal,Patuakhali,Dashmina,Rangopaldi,46,0,46,0,46,0,0,0,0
Barisal,Patuakhali,Dashmina,Alipur,72,0,72,0,72,0,0,0,0
Barisal,Patuakhali,Dashmina,###,292,0,292,0,292,0,0,0,0
Barisal,Patuakhali,Galachipa,Paurashava,35,0,35,0,35,0,0,0,0
Barisal,Patuakhali,Galachipa,Amkhola,38,0,38,0,38,0,0,0,0
Barisal,Patuakhali,Galachipa,Golkhali,46,0,46,0,46,0,0,0,0
Barisal,Patuakhali,Galachipa,Bakulbaria,14,0,14,0,14,0,0,0,0
Barisal,Patuakhali,Galachipa,Chiknikandi,44,0,44,0,44,0,0,0,0
Barisal,Patuakhali,Galachipa,Kalyankalas,26,0,26,0,26,0,0,0,0
Barisal,Patuakhali,Galachipa,Gazalia,55,0,55,0,55,0,0,0,0
Barisal,Patuakhali,Galachipa,Galachipa,39,0,39,0,39,0,0,0,0
Barisal,Patuakhali,Galachipa,Ratandi Taltali,31,0,31,0,31,0,0,0,0
Barisal,Patuakhali,Galachipa,Dakua,55,0,55,0,55,0,0,0,0
Barisal,Patuakhali,Galachipa,Panpatty,34,0,34,0,34,0,0,0,0
Barisal,Patuakhali,Galachipa,Char Kajal,33,0,33,0,33,0,0,0,0
Barisal,Patuakhali,Galachipa,Char Biswas,25,0,25,0,25,0,0,0,0
Barisal,Patuakhali,Galachipa,Char Montaz,66,0,66,0,66,0,0,0,0
Barisal,Patuakhali,Galachipa,Rangabali,44,0,44,0,44,0,0,0,0
Barisal,Patuakhali,Galachipa,Chhota Baisdia,67,0,67,0,67,0,0,0,0
Barisal,Patuakhali,Galachipa,Bara Baisdia,39,0,39,0,39,0,0,0,0
Barisal,Patuakhali,Galachipa,Chalitabunia,29,0,29,0,29,0,0,0,0
Barisal,Patuakhali,Galachipa,###,720,0,720,0,720,0,0,0,0
Barisal,Patuakhali,Mirzaganj,Amragachhia,65,0,65,0,65,0,0,0,0
Barisal,Patuakhali,Mirzaganj,Deuli Subidkhali,39,0,39,0,39,0,0,0,0
Barisal,Patuakhali,Mirzaganj,Mirzaganj,40,0,40,0,40,0,0,0,0
Barisal,Patuakhali,Mirzaganj,Karabunia,44,0,44,0,44,0,0,0,0
Barisal,Patuakhali,Mirzaganj,Madhabkhali,72,0,72,0,72,0,0,0,0
Barisal,Patuakhali,Mirzaganj,Majidbari,50,0,50,0,50,0,0,0,0
Barisal,Patuakhali,Mirzaganj,###,310,0,310,0,310,0,0,0,0
Barisal,Patuakhali,###,###,3258,3,3255,0,3255,1,2,0,0
Barisal,Barguna,Amtali,Paurashava,51,0,51,0,51,0,0,0,0
Barisal,Barguna,Amtali,Chowra,48,0,48,0,48,0,0,0,0
Barisal,Barguna,Amtali,Amtali,73,0,73,0,73,0,0,0,0
Barisal,Barguna,Amtali,Gulisakhali,53,0,53,0,53,0,0,0,0
Barisal,Barguna,Amtali,Kukua,29,0,29,0,29,0,0,0,0
Barisal,Barguna,Amtali,Atharagashia,30,0,30,0,30,0,0,0,0
Barisal,Barguna,Amtali,Haldia,85,0,85,0,85,0,0,0,0
Barisal,Barguna,Amtali,Arpangashia,31,0,31,0,31,0,0,0,0
Barisal,Barguna,Amtali,Pancha Koralia,18,0,18,0,18,0,0,0,0
Barisal,Barguna,Amtali,Sarikkhali,13,0,13,0,13,0,0,0,0
Barisal,Barguna,Amtali,Karaibaria,17,0,17,0,17,0,0,0,0
Barisal,Barguna,Amtali,Barabagi,31,0,31,0,31,0,0,0,0
Barisal,Barguna,Amtali,Nishanbaria,64,0,64,0,64,0,0,0,0
Barisal,Barguna,Amtali,Chhota Bagi,11,0,11,0,11,0,0,0,0
Barisal,Barguna,Amtali,Sonakata,0,0,0,0,0,0,0,0,0
Barisal,Barguna,Amtali,###,554,0,554,0,554,0,0,0,0
Barisal,Barguna,Bamna,Bamna,68,0,68,0,68,0,0,0,0
Barisal,Barguna,Bamna,Bukabunia,38,0,38,0,38,0,0,0,0
Barisal,Barguna,Bamna,Ramna,39,1,38,0,38,0,1,0,0
Barisal,Barguna,Bamna,Dauatala,78,0,78,0,78,0,0,0,0
Barisal,Barguna,Bamna,###,223,1,222,0,222,0,1,0,0
Barisal,Barguna,Betagi,Paurashava,37,1,36,0,36,0,1,0,0
Barisal,Barguna,Betagi,Betagi,47,0,47,0,47,0,0,0,0
Barisal,Barguna,Betagi,Sarishamuri,91,0,91,0,91,0,0,0,0
Barisal,Barguna,Betagi,Bibichini,27,0,27,0,27,0,0,0,0
Barisal,Barguna,Betagi,Mokamia,42,0,42,0,42,0,0,0,0
Barisal,Barguna,Betagi,Hosnabad,35,0,35,0,35,0,0,0,0
Barisal,Barguna,Betagi,Bura Mazumdar,36,0,36,0,36,0,0,0,0
Barisal,Barguna,Betagi,Kazirabad,22,0,22,0,22,0,0,0,0
Barisal,Barguna,Betagi,###,337,1,336,0,336,0,1,0,0
Barisal,Barguna,Patharghata,Raihanpur,69,0,69,0,69,0,0,0,0
Barisal,Barguna,Patharghata,Kakchira,80,0,80,0,80,0,0,0,0
Barisal,Barguna,Patharghata,Kalmegha,86,0,86,0,86,0,0,0,0
Barisal,Barguna,Patharghata,Nachna Para,2,0,2,0,2,0,0,0,0
Barisal,Barguna,Patharghata,Kanthaltali,3,0,3,0,3,0,0,0,0
Barisal,Barguna,Patharghata,Paurashava,1,1,0,0,0,1,0,0,0
Barisal,Barguna,Patharghata,Char Duanti,0,0,0,0,0,0,0,0,0
Barisal,Barguna,Patharghata,Patharghata,0,0,0,0,0,0,0,0,0
Barisal,Barguna,Patharghata,###,241,1,240,0,240,1,0,0,0
Barisal,Barguna,Barguna Sadar,Badarkhali,82,0,82,0,82,0,0,0,0
Barisal,Barguna,Barguna Sadar,Gaurichanna,67,0,67,0,67,0,0,0,0
Barisal,Barguna,Barguna Sadar,Phuljhury,39,0,39,0,39,0,0,0,0
Barisal,Barguna,Barguna Sadar,Keorabunia,62,0,62,0,62,0,0,0,0
Barisal,Barguna,Barguna Sadar,Ayla Patakata,40,0,40,0,40,0,0,0,0
Barisal,Barguna,Barguna Sadar,Burir Char,72,0,72,0,72,0,0,0,0
Barisal,Barguna,Barguna Sadar,Paurashava,25,0,25,0,25,0,0,0,0
