division,district,upazila,union,depth 0+,depth 0-90,depth 90+,depth 90-150,depth 150+,depth 0-15.3,depth 15.3-45,depth 45-65,depth 65-90
Khulna,Narail,Narail Sadar,Kalora,1,1,0,0,0,0,0,1,0
Khulna,Narail,Narail Sadar,Narail Paurashava,2,2,0,0,0,0,0,1,1
Khulna,Narail,Narail Sadar,Mulia,1,1,0,0,0,0,0,1,0
Khulna,Narail,Narail Sadar,Banshgram,3,0,3,0,3,0,0,0,0
Khulna,Narail,Narail Sadar,Bhadrabila,0,0,0,0,0,0,0,0,0
Khulna,Narail,Narail Sadar,Bichhali,0,0,0,0,0,0,0,0,0
Khulna,Narail,Narail Sadar,Chandibarpur,0,0,0,0,0,0,0,0,0
Khulna,Narail,Narail Sadar,Habakhali,0,0,0,0,0,0,0,0,0
Khulna,Narail,Narail Sadar,Shaikhati,0,0,0,0,0,0,0,0,0
Khulna,Narail,Narail Sadar,###,15,9,6,0,6,0,0,8,1
Khulna,Narail,Lohagara,Mallikpur,1,0,1,0,1,0,0,0,0
Khulna,Narail,Lohagara,Kotakul,2,0,2,0,2,0,0,0,0
Khulna,Narail,Lohagara,Noagram,2,2,0,0,0,0,0,2,0
Khulna,Narail,Lohagara,Naldi,1,1,0,0,0,0,1,0,0
Khulna,Narail,Lohagara,Lahuria,1,1,0,0,0,0,0,1,0
Khulna,Narail,Lohagara,Lakshmipasha,1,1,0,0,0,0,0,1,0
Khulna,Narail,Lohagara,Dighalia,1,1,0,0,0,0,0,1,0
Khulna,Narail,Lohagara,Itna,0,0,0,0,0,0,0,0,0
Khulna,Narail,Lohagara,Joypur,0,0,0,0,0,0,0,0,0
Khulna,Narail,Lohagara,Kashipur,0,0,0,0,0,0,0,0,0
Khulna,Narail,Lohagara,Lohagara,0,0,0,0,0,0,0,0,0
Khulna,Narail,Lohagara,Lohagara Paurashava,0,0,0,0,0,0,0,0,0
Khulna,Narail,Lohagara,Shalnagar,0,0,0,0,0,0,0,0,0
Khulna,Narail,Lohagara,###,9,6,3,0,3,0,1,5,0
Khulna,Narail,Kalia,Kalabaria,2,1,1,0,1,0,0,1,0
Khulna,Narail,Kalia,Hamidpur,1,1,0,0,0,0,0,0,1
Khulna,Narail,Kalia,Purulia,1,1,0,0,0,0,0,1,0
Khulna,Narail,Kalia,Kalia Paurashava,3,1,2,0,2,0,0,1,0
Khulna,Narail,Kalia,Bauisena,1,1,0,0,0,0,1,0,0
Khulna,Narail,Kalia,Salamabad,1,1,0,0,0,0,1,0,0
Khulna,Narail,Kalia,Joynagar,1,1,0,0,0,0,0,1,0
Khulna,Narail,Kalia,Babra Hachla,1,1,0,0,0,0,0,1,0
Khulna,Narail,Kalia,Boranal Eliasabad,0,0,0,0,0,0,0,0,0
Khulna,Narail,Kalia,Chanchari,0,0,0,0,0,0,0,0,0
Khulna,Narail,Kalia,Khasial,0,0,0,0,0,0,0,0,0
Khulna,Narail,Kalia,Mauli,0,0,0,0,0,0,0,0,0
Khulna,Narail,Kalia,Pahardanga,0,0,0,0,0,0,0,0,0
Khulna,Narail,Kalia,Peruli,0,0,0,0,0,0,0,0,0
Khulna,Narail,Kalia,###,11,8,3,0,3,0,2,5,1
Khulna,Narail,###,###,35,23,12,0,12,0,3,18,2
Khulna,Jessore,Kotwali,Fathehpur,1,0,1,0,1,0,0,0,0
Khulna,Jessore,Kotwali,Diara,3,1,2,0,2,0,1,0,0
Khulna,Jessore,Kotwali,Basundia,8,0,8,0,8,0,0,0,0
Khulna,Jessore,Kotwali,Lebutala,3,1,2,0,2,0,0,1,0
Khulna,Jessore,Kotwali,Chanchra,3,1,2,0,2,0,0,1,0
Khulna,Jessore,Kotwali,Arabpur,2,0,2,0,2,0,0,0,0
Khulna,Jessore,Kotwali,Churamankati,5,1,4,0,4,0,0,1,0
Khulna,Jessore,Kotwali,Haibatpur,7,1,6,0,6,0,1,0,0
Khulna,Jessore,Kotwali,Kachua,3,0,3,0,3,0,0,0,0
Khulna,Jessore,Kotwali,Ramnagar,2,0,2,0,2,0,0,0,0
Khulna,Jessore,Kotwali,Narendrapur,3,1,2,0,2,0,0,1,0
Khulna,Jessore,Kotwali,Jessore Paurashava,5,3,2,2,0,0,0,3,0
Khulna,Jessore,Kotwali,Ichhali,1,1,0,0,0,0,0,1,0
Khulna,Jessore,Kotwali,Noapara,1,1,0,0,0,0,1,0,0
Khulna,Jessore,Kotwali,Kashimpur,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Kotwali,Upasahar,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Kotwali,###,47,11,36,2,34,0,3,8,0
Khulna,Jessore,Keshabpur,Keshabpur,20,0,20,0,20,0,0,0,0
Khulna,Jessore,Keshabpur,Majidpur,4,0,4,0,4,0,0,0,0
Khulna,Jessore,Keshabpur,Trimohini,2,1,1,0,1,0,1,0,0
Khulna,Jessore,Keshabpur,Bidyanandakati,12,1,11,0,11,0,1,0,0
Khulna,Jessore,Keshabpur,Gaurighona,11,1,10,0,10,0,0,1,0
Khulna,Jessore,Keshabpur,Keshabpur Paurashava,12,1,11,0,11,0,0,1,0
Khulna,Jessore,Keshabpur,Panjia,36,0,36,0,36,0,0,0,0
Khulna,Jessore,Keshabpur,Mangalkot,8,1,7,0,7,0,1,0,0
Khulna,Jessore,Keshabpur,Sufalakati,8,1,7,0,7,0,0,1,0
Khulna,Jessore,Keshabpur,Sagardari,5,1,4,0,4,0,0,1,0
Khulna,Jessore,Keshabpur,###,118,7,111,0,111,0,3,4,0
Khulna,Jessore,Abhaynagar,Prambag,8,1,7,0,7,0,0,1,0
Khulna,Jessore,Abhaynagar,Chalishia,2,0,2,0,2,0,0,0,0
Khulna,Jessore,Abhaynagar,Sreedharpur,4,2,2,0,2,0,0,2,0
Khulna,Jessore,Abhaynagar,Noapara Paurashava,2,1,1,1,0,0,0,1,0
Khulna,Jessore,Abhaynagar,Subha Para,1,1,0,0,0,0,1,0,0
Khulna,Jessore,Abhaynagar,Payra,1,1,0,0,0,0,1,0,0
Khulna,Jessore,Abhaynagar,Baghutia,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Abhaynagar,Siddhipasha,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Abhaynagar,Sundoli,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Abhaynagar,###,18,6,12,1,11,0,2,4,0
Khulna,Jessore,Bagher Para,Narikelbaria,3,1,2,0,2,0,0,1,0
Khulna,Jessore,Bagher Para,Dohakula,4,1,3,0,3,0,0,1,0
Khulna,Jessore,Bagher Para,Bagher Para Paurashava,3,1,2,0,2,0,1,0,0
Khulna,Jessore,Bagher Para,Jamdia,2,2,0,0,0,0,0,2,0
Khulna,Jessore,Bagher Para,Roypur,1,1,0,0,0,0,0,1,0
Khulna,Jessore,Bagher Para,Jaharpur,1,1,0,0,0,0,0,1,0
Khulna,Jessore,Bagher Para,Dhalgram,1,1,0,0,0,0,0,1,0
Khulna,Jessore,Bagher Para,Bandabilla,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Bagher Para,Basuari,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Bagher Para,Darajhat,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Bagher Para,###,15,8,7,0,7,0,1,7,0
Khulna,Jessore,Chaugachha,Jagadishpur,2,1,1,0,1,0,1,0,0
Khulna,Jessore,Chaugachha,Pashapole,2,0,2,0,2,0,0,0,0
Khulna,Jessore,Chaugachha,Phulsara,1,1,0,0,0,0,0,1,0
Khulna,Jessore,Chaugachha,Narayanpur,1,1,0,0,0,0,1,0,0
Khulna,Jessore,Chaugachha,Hakimpur,1,1,0,0,0,0,0,1,0
Khulna,Jessore,Chaugachha,Chaugachha Paurashava,2,1,1,1,0,0,0,1,0
Khulna,Jessore,Chaugachha,Swarupdaha,1,1,0,0,0,0,0,1,0
Khulna,Jessore,Chaugachha,Singhajhuli,2,2,0,0,0,0,1,1,0
Khulna,Jessore,Chaugachha,Chaugachha,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Chaugachha,Dhuliani,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Chaugachha,Patibila,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Chaugachha,Sukpukhuria,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Chaugachha,###,12,8,4,1,3,0,3,5,0
Khulna,Jessore,Manirampur,Kheda Para,11,1,10,0,10,0,1,0,0
Khulna,Jessore,Manirampur,Dhakuria,6,0,6,0,6,0,0,0,0
Khulna,Jessore,Manirampur,Kashimnagar,1,0,1,0,1,0,0,0,0
Khulna,Jessore,Manirampur,Bhojgati,2,1,1,0,1,0,0,1,0
Khulna,Jessore,Manirampur,Hariharnagar,7,1,6,0,6,0,1,0,0
Khulna,Jessore,Manirampur,Maswimnagar,14,1,13,0,13,0,1,0,0
Khulna,Jessore,Manirampur,Jhanpa,3,0,3,0,3,0,0,0,0
Khulna,Jessore,Manirampur,Rohita,2,1,1,0,1,0,0,1,0
Khulna,Jessore,Manirampur,Shyamkur,30,1,29,0,29,0,0,0,1
Khulna,Jessore,Manirampur,Manoharpur,8,1,7,0,7,0,1,0,0
Khulna,Jessore,Manirampur,Chaluahati,9,0,9,0,9,0,0,0,0
Khulna,Jessore,Manirampur,Durbadanga,13,0,13,0,13,0,0,0,0
Khulna,Jessore,Manirampur,Nehalpur,1,0,1,0,1,0,0,0,0
Khulna,Jessore,Manirampur,Khanpur,13,0,13,0,13,0,0,0,0
Khulna,Jessore,Manirampur,Haridaskati,4,1,3,0,3,0,1,0,0
Khulna,Jessore,Manirampur,Kultia,8,1,7,0,7,0,0,1,0
Khulna,Jessore,Manirampur,Manirampur,6,0,6,0,6,0,0,0,0
Khulna,Jessore,Manirampur,Manirampur Paurashava,8,0,8,0,8,0,0,0,0
Khulna,Jessore,Manirampur,###,146,9,137,0,137,0,5,3,1
Khulna,Jessore,Jhikargachha,Hajirbagh,10,1,9,0,9,0,1,0,0
Khulna,Jessore,Jhikargachha,Magura,28,1,27,0,27,0,0,1,0
Khulna,Jessore,Jhikargachha,Bankra,17,0,17,0,17,0,0,0,0
Khulna,Jessore,Jhikargachha,Nabharan,8,1,7,0,7,0,1,0,0
Khulna,Jessore,Jhikargachha,Shimulia,12,0,12,0,12,0,0,0,0
Khulna,Jessore,Jhikargachha,Jhikargachha,6,1,5,0,5,0,1,0,0
Khulna,Jessore,Jhikargachha,Ganganandapur,8,0,8,0,8,0,0,0,0
Khulna,Jessore,Jhikargachha,Jhikargachha Paurashava,2,0,2,1,1,0,0,0,0
Khulna,Jessore,Jhikargachha,Gadkhali,11,0,11,0,11,0,0,0,0
Khulna,Jessore,Jhikargachha,Panisara,1,0,1,0,1,0,0,0,0
Khulna,Jessore,Jhikargachha,Nibaskhola,7,0,7,0,7,0,0,0,0
Khulna,Jessore,Jhikargachha,Shankarpur,24,1,23,0,23,0,1,0,0
Khulna,Jessore,Jhikargachha,###,134,5,129,1,128,0,4,1,0
Khulna,Jessore,Sharsha,Sharsha,4,1,3,0,3,0,1,0,0
Khulna,Jessore,Sharsha,Bagachra,27,0,27,0,27,0,0,0,0
Khulna,Jessore,Sharsha,Kayba,10,1,9,0,9,0,1,0,0
Khulna,Jessore,Sharsha,Ulashi,2,1,1,0,1,0,1,0,0
Khulna,Jessore,Sharsha,Goga,1,0,1,0,1,0,0,0,0
Khulna,Jessore,Sharsha,Benapole Paurashava,1,1,0,0,0,0,1,0,0
Khulna,Jessore,Sharsha,Lakshmanpur,1,1,0,0,0,0,1,0,0
Khulna,Jessore,Sharsha,Putkhali,1,1,0,0,0,0,1,0,0
Khulna,Jessore,Sharsha,Nizampur,1,1,0,0,0,0,1,0,0
Khulna,Jessore,Sharsha,Bahadurpur,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Sharsha,Benapole,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Sharsha,Dihi,0,0,0,0,0,0,0,0,0
Khulna,Jessore,Sharsha,###,48,7,41,0,41,0,7,0,0
Khulna,Jessore,###,###,538,61,477,5,472,0,28,32,1
Khulna,Bagerhat,Bagerhat Sadar,Kara Para,5,1,4,0,4,0,1,0,0
Khulna,Bagerhat,Bagerhat Sadar,Gota Para,1,0,1,0,1,0,0,0,0
Khulna,Bagerhat,Bagerhat Sadar,Shat Gambuj,1,0,1,0,1,0,0,0,0
Khulna,Bagerhat,Bagerhat Sadar,Rakhalgachhi,7,2,5,0,5,1,1,0,0
Khulna,Bagerhat,Bagerhat Sadar,Khanpur,2,0,2,0,2,0,0,0,0
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Paurashava,2,2,0,0,0,0,2,0,0
Khulna,Bagerhat,Bagerhat Sadar,Jatrapur,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Bagerhat Sadar,Bemarta,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Bagerhat Sadar,Barai Para,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Bagerhat Sadar,Bishnupur,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Bagerhat Sadar,Dema,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Bagerhat Sadar,###,20,7,13,0,13,1,6,0,0
Khulna,Bagerhat,Kachua,Rari Para,3,2,1,0,1,1,1,0,0
Khulna,Bagerhat,Kachua,Badhal,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Kachua,Dhopakhali,2,2,0,0,0,1,1,0,0
Khulna,Bagerhat,Kachua,Kachua,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Kachua,Maghia,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Kachua,Gazalia,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Kachua,Gopalpur,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Kachua,###,8,7,1,0,1,2,5,0,0
Khulna,Bagerhat,Rampal,Rampal,5,2,3,0,3,1,1,0,0
Khulna,Bagerhat,Rampal,Baintala,1,0,1,0,1,0,0,0,0
Khulna,Bagerhat,Rampal,Banshtali,1,1,0,0,0,1,0,0,0
Khulna,Bagerhat,Rampal,Ujalkur,2,2,0,0,0,0,2,0,0
Khulna,Bagerhat,Rampal,Gaurambha,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Rampal,Perikhali,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Rampal,Bhojpatia,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Rampal,Hurka,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Rampal,Malliker Ber,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Rampal,Rajnagar,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Rampal,###,11,7,4,0,4,2,5,0,0
Khulna,Bagerhat,Mollahat,Kulia,5,2,3,0,3,0,2,0,0
Khulna,Bagerhat,Mollahat,Kodalia,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Mollahat,Udaypur,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Mollahat,Gaola,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Mollahat,Atjuri,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Mollahat,Chunkhola,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Mollahat,Gangni,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Mollahat,###,9,6,3,0,3,0,6,0,0
Khulna,Bagerhat,Chitalmari,Bara Baria,2,1,1,0,1,0,1,0,0
Khulna,Bagerhat,Chitalmari,Kalatala,2,1,1,0,1,0,1,0,0
Khulna,Bagerhat,Chitalmari,Hizla,4,4,0,0,0,0,4,0,0
Khulna,Bagerhat,Chitalmari,Santoshpur,2,2,0,0,0,0,1,1,0
Khulna,Bagerhat,Chitalmari,Char Baniari,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Chitalmari,Chitalmari,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Chitalmari,Shibpur,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Chitalmari,###,11,9,2,0,2,0,8,1,0
Khulna,Bagerhat,Fakirhat,Bahirdia Mansa,4,1,3,0,3,0,1,0,0
Khulna,Bagerhat,Fakirhat,Subhadia,2,2,0,0,0,0,1,1,0
Khulna,Bagerhat,Fakirhat,Betaga,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Fakirhat,Mulghar,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Fakirhat,Piljanga,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Fakirhat,Fakirhat,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Fakirhat,Lakhpur,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Fakirhat,Naldha Maubhog,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Fakirhat,###,10,7,3,0,3,0,6,1,0
Khulna,Bagerhat,Mongla,Burirdanga,3,2,1,0,1,1,1,0,0
Khulna,Bagerhat,Mongla,Mongla Port Paurashava,2,2,0,0,0,1,1,0,0
Khulna,Bagerhat,Mongla,Chandpai Range,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Mongla,Chandpi,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Mongla,Chila,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Mongla,Mithakhali,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Mongla,Sundarban,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Mongla,Suniltala,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Mongla,###,5,4,1,0,1,2,2,0,0
Khulna,Bagerhat,Sarankhola,Dakshin Khali Union,1,1,0,0,0,1,0,0,0
Khulna,Bagerhat,Sarankhola,Royenda,3,3,0,0,0,3,0,0,0
Khulna,Bagerhat,Sarankhola,Dhansagar,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Sarankhola,Khontakata,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Sarankhola,Sharankhola Range,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Sarankhola,###,4,4,0,0,0,4,0,0,0
Khulna,Bagerhat,Morrelganj,Balaibunia,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Morrelganj,Hogla Pasha,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Morrelganj,Morrelganj Paurashava,1,1,0,0,0,1,0,0,0
Khulna,Bagerhat,Morrelganj,Daibagnyahati,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Morrelganj,Teligati,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Morrelganj,Banagram,1,1,0,0,0,0,1,0,0
Khulna,Bagerhat,Morrelganj,Baharbunia,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Baraikhali,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Chingrakhali,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Hoglabunia,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Jiudhara,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Khuolia,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Morrelganj,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Nishanbaria,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Panchakaran,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Putikhali,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,Ramchandrapur,0,0,0,0,0,0,0,0,0
Khulna,Bagerhat,Morrelganj,###,6,6,0,0,0,1,5,0,0
Khulna,Bagerhat,###,###,84,57,27,0,27,12,43,2,0
Khulna,Satkhira,Tala,Sarulia,2,1,1,0,1,0,1,0,0
Khulna,Satkhira,Tala,Islamkati,2,1,1,0,1,0,0,1,0
Khulna,Satkhira,Tala,Tentulia,3,1,2,0,2,0,0,1,0
Khulna,Satkhira,Tala,Khalilnagar,1,1,0,0,0,0,0,1,0
Khulna,Satkhira,Tala,Tala,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Tala,Khesra,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Tala,Magura,1,1,0,0,0,0,0,1,0
Khulna,Satkhira,Tala,Dhandia,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Tala,Jalalpur,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Tala,Khalishkhali,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Tala,Kumira,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Tala,Nagarghata,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Tala,###,12,8,4,0,4,0,4,4,0
Khulna,Satkhira,Kaliganj,Dhalbaria,7,1,6,0,6,0,1,0,0
Khulna,Satkhira,Kaliganj,Krishnanagar,3,0,3,0,3,0,0,0,0
Khulna,Satkhira,Kaliganj,Bishnupur,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Kaliganj,Mathureshpur,1,1,0,0,0,1,0,0,0
Khulna,Satkhira,Kaliganj,Ratanpur,1,1,0,0,0,1,0,0,0
Khulna,Satkhira,Kaliganj,Tarali,1,1,0,0,0,1,0,0,0
Khulna,Satkhira,Kaliganj,Bhara Simla,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Kaliganj,Nalta,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Kaliganj,Dakshin Sreepur,1,0,1,0,1,0,0,0,0
Khulna,Satkhira,Kaliganj,Champaphul,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Kaliganj,Kushlia,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Kaliganj,Mautala,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Kaliganj,###,17,7,10,0,10,3,4,0,0
Khulna,Satkhira,Satkhira Sadar,Bhomra,3,0,3,0,3,0,0,0,0
Khulna,Satkhira,Satkhira Sadar,Dhulihar,5,0,5,0,5,0,0,0,0
Khulna,Satkhira,Satkhira Sadar,Labsa,1,0,1,0,1,0,0,0,0
Khulna,Satkhira,Satkhira Sadar,Alipur,4,2,2,0,2,0,2,0,0
Khulna,Satkhira,Satkhira Sadar,Satkhira Paurashava,3,2,1,0,1,0,2,0,0
Khulna,Satkhira,Satkhira Sadar,Fingri,1,1,0,0,0,1,0,0,0
Khulna,Satkhira,Satkhira Sadar,Brahma Rajpur,2,2,0,0,0,0,2,0,0
Khulna,Satkhira,Satkhira Sadar,Shibpur,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Satkhira Sadar,Jhaudanga,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Satkhira Sadar,Baikari,2,1,1,1,0,0,1,0,0
Khulna,Satkhira,Satkhira Sadar,Banshdaha,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Satkhira Sadar,Agardari,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Satkhira Sadar,Balli,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Satkhira Sadar,Ghona,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Satkhira Sadar,Kuskhali,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Satkhira Sadar,###,24,11,13,1,12,1,10,0,0
Khulna,Satkhira,Kalaroa,Diara,4,1,3,0,3,0,1,0,0
Khulna,Satkhira,Kalaroa,Chandanpur,1,1,0,0,0,0,0,1,0
Khulna,Satkhira,Kalaroa,Keralkata,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Kalaroa,Kalaroa Paurashava,3,1,2,2,0,0,1,0,0
Khulna,Satkhira,Kalaroa,Jogikhali,1,1,0,0,0,0,1,0,0
Khulna,Satkhira,Kalaroa,Sonabaria,1,1,0,0,0,0,0,1,0
Khulna,Satkhira,Kalaroa,Keragachhi,1,1,0,0,0,0,0,1,0
Khulna,Satkhira,Kalaroa,Helatala,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Kalaroa,Jallabad,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Kalaroa,Joynagar,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Kalaroa,Kaila,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Kalaroa,Kushadanga,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Kalaroa,Nangalthara,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Kalaroa,###,12,7,5,2,3,0,4,3,0
Khulna,Satkhira,Shyamnagar,Kashimari,3,0,3,0,3,0,0,0,0
Khulna,Satkhira,Shyamnagar,Gabura,2,0,2,0,2,0,0,0,0
Khulna,Satkhira,Shyamnagar,Atulia,1,0,1,0,1,0,0,0,0
Khulna,Satkhira,Shyamnagar,Ishwaripur,2,2,0,0,0,1,1,0,0
Khulna,Satkhira,Shyamnagar,Shyamnagar,1,1,0,0,0,1,0,0,0
Khulna,Satkhira,Shyamnagar,Bhurulia,2,2,0,0,0,2,0,0,0
Khulna,Satkhira,Shyamnagar,Nurnagar,1,1,0,0,0,1,0,0,0
Khulna,Satkhira,Shyamnagar,Buri Goalini,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Shyamnagar,Kaikhali,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Shyamnagar,Munshiganj,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Shyamnagar,Padma Pukur,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Shyamnagar,Ramjan Nagar,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Shyamnagar,Satkhira Range,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Shyamnagar,###,12,6,6,0,6,5,1,0,0
Khulna,Satkhira,Assasuni,Sobhnali,3,1,2,0,2,1,0,0,0
Khulna,Satkhira,Assasuni,Baradal,1,1,0,0,0,0,0,1,0
Khulna,Satkhira,Assasuni,Budhhata,1,1,0,0,0,0,0,1,0
Khulna,Satkhira,Assasuni,Anulia,1,1,0,0,0,0,0,1,0
Khulna,Satkhira,Assasuni,Khajra,1,1,0,0,0,0,0,1,0
Khulna,Satkhira,Assasuni,Assasuni,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Assasuni,Durgapur,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Assasuni,Kadakati,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Assasuni,Kulla,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Assasuni,Pratap Nagar,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Assasuni,Sreeula,0,0,0,0,0,0,0,0,0
Khulna,Satkhira,Assasuni,###,7,5,2,0,2,1,0,4,0
Khulna,Satkhira,Debhata,Parulia,45,2,43,0,43,0,1,1,0
Khulna,Satkhira,Debhata,Sakhipur,11,2,9,0,9,0,2,0,0
Khulna,Satkhira,Debhata,Kulia,37,1,36,0,36,0,1,0,0
Khulna,Satkhira,Debhata,Noapara,11,1,10,0,10,0,1,0,0
Khulna,Satkhira,Debhata,Debhata,11,1,10,0,10,0,0,1,0
Khulna,Satkhira,Debhata,###,115,7,108,0,108,0,5,2,0
Khulna,Satkhira,###,###,199,51,148,3,145,10,28,13,0
Khulna,Magura,Mohammadpur,Digha,3,1,2,0,2,0,0,0,1
Khulna,Magura,Mohammadpur,Mohammadpur,10,1,9,1,8,0,0,0,1
Khulna,Magura,Mohammadpur,Binodepur,8,1,7,0,7,0,0,1,0
Khulna,Magura,Mohammadpur,Nahata,1,1,0,0,0,0,0,1,0
Khulna,Magura,Mohammadpur,Babukhali,1,1,0,0,0,0,0,1,0
Khulna,Magura,Mohammadpur,Palashbaria,1,1,0,0,0,0,0,1,0
Khulna,Magura,Mohammadpur,Balidia,1,1,0,0,0,0,0,1,0
